questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,imagePath
chem_014,chemistry,物質の性質,状態変化,1,text,温度によって固体・液体・気体とすがたを変えることを何というか。,状態変化,,物質は温度によって固体・液体・気体と状態を変えます(状態変化)。,active,,,,
chem_015,chemistry,物質の性質,融点,1,choice,固体が液体に変わるときの温度を何というか。,融点,融点|沸点|絶対零度|臨界点,固体がとけて液体になるときの温度を融点といいます。,active,,,,
chem_016,chemistry,物質の性質,沸点,1,text,液体が沸騰して気体に変わるときの温度を何というか。,沸点,,液体が気体に変化するときの温度を沸点といいます。,active,,,,
chem_017,chemistry,物質の性質,混合物,1,choice,2種類以上の物質が混じり合ったものを何というか。,混合物,混合物|純粋な物質|化合物|単体,食塩水や空気のように複数の物質が混じったものを混合物といいます。,active,,,,
chem_018,chemistry,物質の性質,純粋な物質,1,text,1種類の物質だけでできているものを何というか。,純物質,,水や酸素のように1種類の物質でできているものを純物質といいます。,active,,,,
chem_019,chemistry,気体と水溶液,二酸化炭素の性質,1,choice,石灰水を白くにごらせる性質がある気体はどれか。,二酸化炭素,酸素|二酸化炭素|水素|アンモニア,二酸化炭素には石灰水を白くにごらせる性質があります。,active,,,,
chem_020,chemistry,気体と水溶液,水素の性質,1,choice,気体の中で最も密度が小さく、火をつけると音を立てて燃える気体はどれか。,水素,水素|酸素|窒素|二酸化炭素,水素は非常に軽い気体で、燃えると水ができます。,active,,,,
chem_021,chemistry,気体と水溶液,アンモニアの性質,1,text,鼻をさすような特有のにおいがあり、水に非常に溶けやすい気体を何というか。,アンモニア,,アンモニアは水に非常によく溶け、特有の刺激臭があります。,active,,,,
chem_022,chemistry,気体と水溶液,窒素,1,text,空気中に体積の割合で約78%含まれる気体を何というか。,窒素,,空気の成分の約78%は窒素です。,active,,,,
chem_023,chemistry,気体と水溶液,気体の集め方,1,choice,水に溶けにくい気体を集めるのに適した方法はどれか。,水上置換法,水上置換法|上方置換法|下方置換法|加熱法,水に溶けにくい気体は水と置き換えて集める水上置換法が適しています。,active,,,,
chem_024,chemistry,気体と水溶液,質量パーセント濃度,1,text,溶液の質量に対する溶質の質量の割合を百分率で表したものを何というか。,質量パーセント濃度,,質量パーセント濃度(%)は、溶質の質量を溶液の質量で割って100をかけて求めます。,active,,,,
chem_025,chemistry,気体と水溶液,再結晶,1,text,温度による溶解度の差を利用して、溶液から再び結晶を取り出すことを何というか。,再結晶,,水溶液を冷やすなどして溶解度を下げ、結晶を取り出すことを再結晶といいます。,active,,,,
chem_026,chemistry,気体と水溶液,水溶液の性質,1,choice,水溶液の性質として正しいものはどれか。,どの部分も濃さが同じである,どの部分も濃さが同じである|上の方が濃い|下の方がうすい|時間がたつと分離する,水溶液はどの部分も均一な濃さになっています。,active,,,,
chem_027,chemistry,化学変化と原子・分子,原子,1,text,物質をつくっている、それ以上分けることができない最小の粒子を何というか。,原子,,原子は物質をつくる最小の粒子で、化学変化でそれ以上分けることができません。,active,,,,
chem_028,chemistry,化学変化と原子・分子,分子,1,text,いくつかの原子が結びついてできた、物質の性質を示す最小の粒子を何というか。,分子,,分子は原子が結びついてできた、物質の性質を示す最小の単位です。,active,,,,
chem_029,chemistry,化学変化と原子・分子,元素記号,1,text,酸素を表す元素記号をアルファベット1文字で答えなさい。,O,,酸素の元素記号はOです。,active,,,,
chem_030,chemistry,化学変化と原子・分子,元素記号,1,text,炭素を表す元素記号をアルファベット1文字で答えなさい。,C,,炭素の元素記号はCです。,active,,,,
chem_031,chemistry,化学変化と原子・分子,化学式,1,text,二酸化炭素の化学式を答えなさい。,CO2,,二酸化炭素は炭素原子1個と酸素原子2個からなり、化学式はCO2です。,active,,,,
chem_032,chemistry,化学変化と原子・分子,化学式,1,choice,塩化ナトリウムの化学式はどれか。,NaCl,NaCl|NaOH|CaCl2|Na2O,塩化ナトリウム(食塩の主成分)の化学式はNaClです。,active,,,,
chem_033,chemistry,化学変化と原子・分子,化合,1,text,2種類以上の物質が結びついて、もとの物質とは異なる別の物質ができる変化を何というか。,化合,,鉄と硫黄が結びついて硫化鉄になるように、物質が結びつく変化を化合といいます。,active,,,,
chem_034,chemistry,化学変化と原子・分子,分解,1,choice,1種類の物質が2種類以上の別の物質に分かれる化学変化を何というか。,分解,分解|化合|中和|燃焼,炭酸水素ナトリウムを加熱すると分解するように、1つの物質が複数に分かれる変化を分解といいます。,active,,,,
chem_035,chemistry,化学変化と原子・分子,酸化,1,text,物質が酸素と結びつく化学変化を何というか。,酸化,,鉄がさびるように、物質が酸素と結びつく変化を酸化といいます。,active,,,,
chem_036,chemistry,化学変化と原子・分子,還元,1,choice,酸化物から酸素がうばわれる化学変化を何というか。,還元,還元|酸化|中和|電離,酸化銅が炭素によって酸素をうばわれ銅になるような変化を還元といいます。,active,,,,
chem_037,chemistry,酸・アルカリとイオン,酸の性質,1,choice,酸性の水溶液に共通する性質はどれか。,青色リトマス紙を赤色に変える,青色リトマス紙を赤色に変える|赤色リトマス紙を青色に変える|フェノールフタレイン液を赤色に変える|無色である,酸性の水溶液は青色リトマス紙を赤色に変える性質があります。,active,,,,
chem_038,chemistry,酸・アルカリとイオン,アルカリの性質,1,choice,アルカリ性の水溶液に共通する性質はどれか。,赤色リトマス紙を青色に変える,青色リトマス紙を赤色に変える|赤色リトマス紙を青色に変える|BTB液を黄色に変える|酸味がある,アルカリ性の水溶液は赤色リトマス紙を青色に変える性質があります。,active,,,,
chem_039,chemistry,酸・アルカリとイオン,指示薬,1,text,酸性・中性・アルカリ性で色が変化し、水溶液の性質を調べるのに使う薬品をまとめて何というか。,指示薬,,リトマス紙やBTB液のように、水溶液の性質によって色が変わる薬品を指示薬といいます。,active,,,,
chem_040,chemistry,酸・アルカリとイオン,塩,1,text,酸とアルカリが中和するときに、水とともにできる物質を何というか。,塩,,中和では、酸の陰イオンとアルカリの陽イオンが結びついて塩ができます。,active,,,,
chem_041,chemistry,酸・アルカリとイオン,電離,1,text,物質が水に溶けて、陽イオンと陰イオンに分かれることを何というか。,電離,,塩化ナトリウムなどの物質が水に溶けてイオンに分かれることを電離といいます。,active,,,,
chem_042,chemistry,酸・アルカリとイオン,イオン,1,choice,原子が電子を失って、プラスの電気を帯びたものを何というか。,陽イオン,陽イオン|陰イオン|中性子|分子,原子が電子を失うとプラスの電気を帯びた陽イオンになります。,active,,,,
chem_043,chemistry,酸・アルカリとイオン,イオン,1,choice,原子が電子を受け取って、マイナスの電気を帯びたものを何というか。,陰イオン,陽イオン|陰イオン|中性子|原子核,原子が電子を受け取るとマイナスの電気を帯びた陰イオンになります。,active,,,,
chem_044,chemistry,酸・アルカリとイオン,電解質,1,choice,水に溶けると電流が流れる物質を何というか。,電解質,電解質|非電解質|不導体|絶縁体,食塩のように、水に溶けて電離し電流が流れる物質を電解質といいます。,active,,,,
chem_045,chemistry,電池とイオン,電気分解,1,text,電流を流すことで物質を分解する化学変化を何というか。,電気分解,,水に電流を流すと水素と酸素に分解されるように、電流による分解を電気分解といいます。,active,,,,
chem_046,chemistry,電池とイオン,水の電気分解,1,choice,水を電気分解すると陰極(-極)側に発生する気体はどれか。,水素,水素|酸素|塩素|窒素,水の電気分解では、陰極に水素、陽極に酸素が発生します。,active,,,,
chem_047,chemistry,電池とイオン,化学エネルギー,1,text,物質がもっている、化学変化によって取り出せるエネルギーを何というか。,化学エネルギー,,電池は物質のもつ化学エネルギーを電気エネルギーに変えて利用します。,active,,,,
chem_048,chemistry,電池とイオン,燃料電池,1,text,水素と酸素が結びつくときの化学エネルギーを直接電気エネルギーとして取り出す装置を何というか。,燃料電池,,燃料電池は水素と酸素の化学変化から直接電気エネルギーを取り出します。,active,,,,
chem_049,chemistry,電池とイオン,電極,1,text,電池や電気分解で、電流の出入り口となる部分を何というか。,電極,,電池や電気分解では、電流が出入りする部分を電極といいます。,active,,,,
chem_050,chemistry,電池とイオン,イオン化傾向,1,choice,異なる2種類の金属を電解質水溶液に入れて電池をつくるとき、電子を放出しやすい(とけやすい)金属はどちらの極になるか。,-極,+極|-極|中性極|接地極,イオンになりやすい金属が電子を放出し、-極になります。,active,,,,
chem_051,chemistry,電池とイオン,燃料電池,1,choice,燃料電池で電気エネルギーを取り出すときに反応する2つの気体は何と何か。,水素と酸素,水素と酸素|窒素と酸素|水素と二酸化炭素|炭素と酸素,燃料電池は水素と酸素が結びつく反応から電気エネルギーを取り出します。,active,,,,
chem_052,chemistry,気体と水溶液,質量パーセント濃度の計算,1,choice,食塩10gを水90gに溶かした。この水溶液の質量パーセント濃度は何%か。,10%,9%|10%|11%|90%,質量パーセント濃度(%)=溶質の質量÷溶液の質量×100=10÷(10+90)×100=10%です。,active,,,,
chem_053,chemistry,気体と水溶液,質量パーセント濃度の計算,1,choice,質量パーセント濃度20%の食塩水150gには、何gの食塩が溶けているか。,30g,15g|20g|30g|50g,溶質の質量=溶液の質量×質量パーセント濃度=150×0.20=30gです。,active,,,,
chem_054,chemistry,化学変化と原子・分子,質量保存の法則の計算,1,choice,銅の粉末4.0gを空気中で加熱すると、酸素と結びついて酸化銅5.0gができた。結びついた酸素の質量は何gか。,1.0g,0.5g|1.0g|4.0g|5.0g,質量保存の法則より、結びついた酸素の質量=酸化銅の質量-銅の質量=5.0-4.0=1.0gです。,active,,,,
chem_055,chemistry,化学変化と原子・分子,質量保存の法則の計算,1,choice,うすい塩酸30gと石灰石3.0gを反応させると二酸化炭素が発生し、反応後の全体の質量は31.7gになった。発生した二酸化炭素の質量は何gか。,1.3g,1.0g|1.3g|3.0g|33.0g,質量保存の法則より、発生した気体の質量=反応前の合計質量-反応後の質量=(30+3.0)-31.7=1.3gです。,active,,,,
chem_056,chemistry,化学変化と原子・分子,化学反応式の意味,1,text,化学反応式で、矢印(→)の右側に書かれる、反応後にできた物質をまとめて何というか。,生成物,,化学反応式の右側には、反応によって新しくできた生成物を書きます。,active,,,,
chem_057,chemistry,化学変化と原子・分子,化学反応式の係数,1,choice,化学反応式「2H2+O2→2H2O」で、H2Oの前についている数字「2」が表しているものはどれか。,分子の数,分子の数|原子の数|質量|体積,化学反応式の数字(係数)は、その物質の分子の数の比を表します。,active,,,,
chem_058,chemistry,化学変化と原子・分子,化合の具体例,1,text,鉄粉と硫黄の粉末を混ぜて加熱すると、鉄と硫黄が結びついて何という物質ができるか。,硫化鉄,,鉄と硫黄が化合すると、もとの性質とは異なる硫化鉄ができます。,active,,,,
chem_059,chemistry,化学変化と原子・分子,分解の具体例,1,choice,炭酸水素ナトリウムを加熱すると、炭酸ナトリウム・水・二酸化炭素に分かれる。この化学変化を何というか。,分解,分解|化合|中和|還元,1種類の物質が2種類以上の物質に分かれる変化を分解といいます。,active,,,,
chem_060,chemistry,気体と水溶液,気体の集め方(図・水上置換),1,choice,図のア〜ウは気体を集める3つの方法を表している。水に溶けにくい気体を集めるのに最も適した方法はどれか。,ア,ア|イ|ウ|どれでもよい,水に溶けにくい気体は、水と置きかえて集める水上置換法(ア)が適しています。,active,,,,assets/questions/chemistry-gas-collection-methods.svg
chem_061,chemistry,気体と水溶液,気体の集め方(図・上方置換),1,choice,図のア〜ウのうち、アンモニアのように水に非常に溶けやすく、空気より軽い気体を集めるのに適した方法はどれか。,イ,イ|ア|ウ|どれでもよい,水に溶けやすく空気より軽い気体は、集気びんの口を下に向けて集める上方置換法(イ)が適しています。,active,,,,assets/questions/chemistry-gas-collection-methods.svg
chem_062,chemistry,物質の性質,加熱操作の安全確認(図),1,choice,図のように、ガスバーナーで液体を加熱するとき、試験管の口を人がいない方向に向ける。この操作をする最も大きな理由はどれか。,液体が急に沸とうして飛び出しても人に当たらないようにするため,液体が急に沸とうして飛び出しても人に当たらないようにするため|加熱を速くするため|試験管が割れにくくなるため|気体を集めやすくするため,液体を加熱すると急に沸とうして中身が飛び出すことがあるため、試験管の口を人のいない方向に向けて安全を確保します。,active,,,,assets/questions/chemistry-heating-tube-safety.svg
chem_063,chemistry,物質の性質,粒子のようすと状態変化(図・固体),1,choice,図のア〜ウは物質の粒子のようすを表している。粒子が規則正しく並び、粒子の間隔が最もせまい状態を表しているのはどれか。この状態を何というか。,ア(固体),ア(固体)|イ(液体)|ウ(気体)|どれでもない,粒子が規則正しく並び、間隔が最もせまいのは固体の状態です。図のアがこれにあたります。,active,,,,assets/questions/chemistry-state-particles.svg
chem_064,chemistry,物質の性質,粒子のようすと状態変化(図・気体),1,choice,図のア〜ウのうち、粒子が自由に飛び回り、粒子の間隔が最も広い状態を表しているのはどれか。この状態を何というか。,ウ(気体),ウ(気体)|ア(固体)|イ(液体)|どれでもない,粒子が自由に飛び回り、間隔が最も広いのは気体の状態です。図のウがこれにあたります。,active,,,,assets/questions/chemistry-state-particles.svg
chem_065,chemistry,化学変化と原子・分子,化学変化と原子の保存(図),1,choice,図は、ある化学変化が起こる前と後の原子のようすをモデルで表したものである。反応の前後で原子の種類と数の合計が変わっていないことがわかる。このことから説明できる法則を何というか。,質量保存の法則,質量保存の法則|エネルギー保存の法則|作用反作用の法則|万有引力の法則,化学変化の前後で原子は組み合わせが変わるだけで、種類と数は変化しません。そのため、物質全体の質量も変化しません(質量保存の法則)。,active,,,,assets/questions/chemistry-particle-reaction-conservation.svg
chem_066,chemistry,化学変化と原子・分子,単体と化合物のモデル(図),1,choice,図のア・イは物質を粒子のモデルで表したものである。ア・イのうち、化合物を表しているのはどちらか。,イ,イ|ア|どちらも化合物|どちらも単体,化合物は2種類以上の原子が結びついてできた物質です。図のイのように異なる種類の粒子が結びついているものが化合物にあたります。アは同じ種類の粒子だけでできているので単体です。,active,,,,assets/questions/chemistry-particle-compound-element.svg
chem_067,chemistry,気体と水溶液,気体の発生方法,1,choice,二酸化マンガンにうすい過酸化水素水(オキシドール)を加えると発生する気体は何か。,酸素,酸素|水素|二酸化炭素|アンモニア,二酸化マンガンは触媒としてはたらき、過酸化水素水(過酸化水素の水溶液)を分解して酸素を発生させます。,active,,,,
c_ion1_001,chemistry,イオン1,電解質,1,choice,水に溶かしたときに電流が流れる物質を何というか。,電解質,電解質|非電解質|電極|イオン,水に溶かしたときに電流が流れる物質を電解質といいます。,active,,,中3|イオン1,
c_ion1_002,chemistry,イオン1,非電解質,1,choice,水に溶かしても電流が流れない物質を何というか。,非電解質,非電解質|電解質|電極|イオン,水に溶かしても電流が流れない物質を非電解質といいます。,active,,,中3|イオン1,
c_ion1_003,chemistry,イオン1,非電解質,2,choice,次のうち、非電解質の組み合わせはどれか。,砂糖・エタノール,砂糖・エタノール|食塩・塩化銅|塩酸・食塩|塩化銅・塩酸,砂糖とエタノールは非電解質です。,active,,,中3|イオン1,
c_ion1_004,chemistry,イオン1,電気分解,1,choice,水溶液に電流を流して物質を分解することを何というか。,電気分解,電気分解|電離|中和|化合,電流を流して物質を分解することを電気分解といいます。,active,,,中3|イオン1,
c_ion1_005,chemistry,イオン1,電解質,1,choice,塩化ナトリウム水溶液に電流は流れるか。,流れる,流れる|流れない|最初だけ流れる|判断できない,塩化ナトリウムは電解質なので、水溶液には電流が流れます。,active,,,中3|イオン1,
c_ion1_006,chemistry,イオン1,非電解質,1,choice,砂糖水に電流は流れるか。,流れない,流れない|流れる|加熱したときだけ流れる|判断できない,砂糖は非電解質なので、砂糖水には電流が流れません。,active,,,中3|イオン1,
c_ion1_007,chemistry,イオン1,非電解質,1,choice,エタノール水溶液に電流は流れるか。,流れない,流れない|流れる|冷やしたときだけ流れる|判断できない,エタノールは非電解質なので、電流は流れません。,active,,,中3|イオン1,
c_ion1_008,chemistry,イオン1,電解質,1,choice,スポーツドリンクに電流は流れるか。,流れる,流れる|流れない|必ず中性なので流れない|判断できない,スポーツドリンクには電解質が含まれるため電流が流れます。,active,,,中3|イオン1,
c_ion1_009,chemistry,イオン1,塩化銅,1,choice,塩化銅は何と何からできているか。,銅・塩素,銅・塩素|銅・水素|ナトリウム・塩素|銅・酸素,塩化銅は銅と塩素からできています。,active,,,中3|イオン1,
c_ion1_010,chemistry,イオン1,塩化銅,1,choice,塩化銅水溶液の電気分解で、陰極に付着する物質は何か。,銅,銅|塩素|水素|酸素,塩化銅水溶液の陰極には銅が付着します。,active,,,中3|イオン1,
c_ion1_011,chemistry,イオン1,塩化銅,1,choice,塩化銅水溶液の電気分解で、陽極に発生する気体は何か。,塩素,塩素|水素|酸素|二酸化炭素,塩化銅水溶液の陽極では塩素が発生します。,active,,,中3|イオン1,
c_ion1_012,chemistry,イオン1,塩化銅,2,choice,塩化銅水溶液を電気分解したときにできる物質の組み合わせはどれか。,銅・塩素,銅・塩素|銅・水素|水素・塩素|酸素・塩素,塩化銅水溶液を電気分解すると銅と塩素ができます。,active,,,中3|イオン1,
c_ion1_013,chemistry,イオン1,塩化銅,1,choice,塩化銅水溶液の電気分解で陰極に付着する銅は、元教材では何色とされているか。,赤色,赤色|青色|白色|黒色,元教材では陰極に付着する銅を赤色としています。,active,,,中3|イオン1,
c_ion1_014,chemistry,イオン1,塩素,1,choice,塩素の性質として正しいものはどれか。,プールのようなにおいがあり、漂白作用がある,プールのようなにおいがあり、漂白作用がある|無臭である|火を近づけるとポンと音を立てて燃える|石灰水を白くにごらせる,塩素には特有のにおいと漂白作用があります。,active,,,中3|イオン1,
c_ion1_015,chemistry,イオン1,銅イオン,1,choice,銅イオンは＋と－のどちらの電気を帯びているか。,＋,＋|－|電気を帯びていない|場合によって変わる,銅イオンは＋の電気を帯びています。,active,,,中3|イオン1,
c_ion1_016,chemistry,イオン1,銅イオン,1,choice,銅イオンは陰極と陽極のどちらへ移動するか。,陰極,陰極|陽極|どちらにも移動しない|両方へ移動する,＋の電気を帯びた銅イオンは陰極へ移動します。,active,,,中3|イオン1,
c_ion1_017,chemistry,イオン1,塩化物イオン,1,choice,塩化物イオンは＋と－のどちらの電気を帯びているか。,－,－|＋|電気を帯びていない|場合によって変わる,塩化物イオンは－の電気を帯びています。,active,,,中3|イオン1,
c_ion1_018,chemistry,イオン1,塩化物イオン,1,choice,塩化物イオンは陰極と陽極のどちらへ移動するか。,陽極,陽極|陰極|どちらにも移動しない|両方へ移動する,－の電気を帯びた塩化物イオンは陽極へ移動します。,active,,,中3|イオン1,
c_ion1_019,chemistry,イオン1,元素記号,1,choice,銅の元素記号はどれか。,Cu,Cu|Cl|C|Ca,銅の元素記号はCuです。,active,,,中3|イオン1,
c_ion1_020,chemistry,イオン1,分子式,1,choice,塩素の分子式はどれか。,Cl₂,Cl₂|Cl|CuCl₂|HCl,塩素の分子式はCl₂です。,active,,,中3|イオン1,
c_ion1_021,chemistry,イオン1,化学式,1,choice,塩化銅の化学式はどれか。,CuCl₂,CuCl₂|CuCl|Cl₂|NaCl,塩化銅の化学式はCuCl₂です。,active,,,中3|イオン1,
c_ion1_022,chemistry,イオン1,反応式,2,choice,塩化銅の電気分解を表す化学反応式はどれか。,CuCl₂ → Cu + Cl₂,CuCl₂ → Cu + Cl₂|Cu + Cl₂ → CuCl₂|2HCl → H₂ + Cl₂|NaCl → Na + Cl,塩化銅の電気分解ではCuCl₂ → Cu + Cl₂となります。,active,,,中3|イオン1,
c_ion1_023,chemistry,イオン1,電極,2,choice,＋の電気を帯びたイオンが引かれる電極はどれか。,陰極,陰極|陽極|両方|どちらでもない,＋の電気を帯びたイオンは陰極へ引かれます。,active,,,中3|イオン1,
c_ion1_024,chemistry,イオン1,電極,2,choice,－の電気を帯びたイオンが引かれる電極はどれか。,陽極,陽極|陰極|両方|どちらでもない,－の電気を帯びたイオンは陽極へ引かれます。,active,,,中3|イオン1,
c_ion1_025,chemistry,イオン1,塩化銅,2,choice,塩化銅水溶液の電気分解で、陰極側で銅イオンからできる原子は何か。,銅原子,銅原子|塩素原子|水素原子|酸素原子,銅イオンは陰極側で銅原子になります。,active,,,中3|イオン1,
c_ion1_026,chemistry,イオン1,塩化銅,2,choice,塩化銅水溶液の電気分解で、陽極側で塩化物イオンからできる原子は何か。,塩素原子,塩素原子|銅原子|水素原子|ナトリウム原子,塩化物イオンは陽極側で塩素原子になります。,active,,,中3|イオン1,
c_ion1_027,chemistry,イオン1,塩素,2,choice,塩素分子1個は、塩素原子何個が結びついてできるか。,2個,2個|1個|3個|4個,Cl₂は塩素原子2個からなる分子です。,active,,,中3|イオン1,
c_ion1_028,chemistry,イオン1,塩酸,1,choice,塩酸は何の水溶液か。,塩化水素,塩化水素|水素|塩素|塩化ナトリウム,塩酸は塩化水素の水溶液です。,active,,,中3|イオン1,
c_ion1_029,chemistry,イオン1,塩酸,1,choice,塩酸の電気分解で、陰極に発生する気体は何か。,水素,水素|塩素|酸素|二酸化炭素,塩酸の陰極では水素が発生します。,active,,,中3|イオン1,
c_ion1_030,chemistry,イオン1,塩酸,1,choice,塩酸の電気分解で、陽極に発生する気体は何か。,塩素,塩素|水素|酸素|窒素,塩酸の陽極では塩素が発生します。,active,,,中3|イオン1,
c_ion1_031,chemistry,イオン1,塩酸,2,choice,塩酸を電気分解したときに発生する気体の組み合わせはどれか。,水素・塩素,水素・塩素|銅・塩素|水素・酸素|酸素・塩素,塩酸の電気分解では水素と塩素が発生します。,active,,,中3|イオン1,
c_ion1_032,chemistry,イオン1,水素,1,choice,水素の性質として正しいものはどれか。,火を近づけるとポンという音を立てて燃える,火を近づけるとポンという音を立てて燃える|漂白作用がある|石灰水を白くにごらせる|プールのようなにおいがある,水素は火を近づけるとポンという音を立てて燃えます。,active,,,中3|イオン1,
c_ion1_033,chemistry,イオン1,水素イオン,1,choice,水素イオンは＋と－のどちらの電気を帯びているか。,＋,＋|－|電気を帯びていない|場合によって変わる,水素イオンは＋の電気を帯びています。,active,,,中3|イオン1,
c_ion1_034,chemistry,イオン1,水素イオン,1,choice,水素イオンは陰極と陽極のどちらへ移動するか。,陰極,陰極|陽極|どちらにも移動しない|両方へ移動する,＋の水素イオンは陰極へ移動します。,active,,,中3|イオン1,
c_ion1_035,chemistry,イオン1,分子式,1,choice,水素の分子式はどれか。,H₂,H₂|H|HCl|H₂O,水素の分子式はH₂です。,active,,,中3|イオン1,
c_ion1_036,chemistry,イオン1,化学式,1,choice,塩化水素の化学式はどれか。,HCl,HCl|H₂|Cl₂|NaCl,塩化水素の化学式はHClです。,active,,,中3|イオン1,
c_ion1_037,chemistry,イオン1,反応式,2,choice,塩酸の電気分解を表す化学反応式はどれか。,2HCl → H₂ + Cl₂,2HCl → H₂ + Cl₂|H₂ + Cl₂ → 2HCl|CuCl₂ → Cu + Cl₂|2H₂O → 2H₂ + O₂,塩酸の電気分解では2HCl → H₂ + Cl₂となります。,active,,,中3|イオン1,
c_ion1_038,chemistry,イオン1,塩酸,2,choice,塩酸の電気分解で、水素イオンが引かれる電極はどれか。,陰極,陰極|陽極|両方|どちらでもない,＋の水素イオンは陰極へ引かれます。,active,,,中3|イオン1,
c_ion1_039,chemistry,イオン1,塩酸,2,choice,塩酸の電気分解で、塩化物イオンが引かれる電極はどれか。,陽極,陽極|陰極|両方|どちらでもない,－の塩化物イオンは陽極へ引かれます。,active,,,中3|イオン1,
c_ion1_040,chemistry,イオン1,塩酸,2,choice,塩酸の電気分解で、水素原子2個が結びつくと何になるか。,水素分子,水素分子|塩素分子|水分子|塩化水素,水素原子2個が結びつくと水素分子H₂になります。,active,,,中3|イオン1,
c_ion1_041,chemistry,イオン1,塩酸,2,choice,塩酸の電気分解で、塩素原子2個が結びつくと何になるか。,塩素分子,塩素分子|水素分子|塩化水素|銅原子,塩素原子2個が結びつくと塩素分子Cl₂になります。,active,,,中3|イオン1,
c_ion1_042,chemistry,イオン1,塩酸,2,choice,塩酸の電気分解で、実際に集められる塩素が水素より少なくなる主な理由はどれか。,塩素が水に溶けやすいから,塩素が水に溶けやすいから|水素が水に溶けやすいから|塩素が発生しないから|水素が塩素に変化するから,塩素は水に溶けやすいため、実際に集められる量が水素より少なくなります。,active,,,中3|イオン1,
c_ion2_001,chemistry,イオン2,原子の構造,1,choice,原子の中心にあるものを何というか。,原子核,原子核|電子|イオン|分子,原子の中心には原子核があります。,active,,,中3|イオン2,
c_ion2_002,chemistry,イオン2,原子の構造,1,choice,原子核は＋と－のどちらの電気を帯びているか。,＋,＋|－|電気を帯びていない|場合によって変わる,原子核は＋の電気を帯びています。,active,,,中3|イオン2,
c_ion2_003,chemistry,イオン2,原子の構造,1,choice,原子核のまわりを動いている粒子を何というか。,電子,電子|原子核|イオン|分子,原子核のまわりには電子があります。,active,,,中3|イオン2,
c_ion2_004,chemistry,イオン2,原子の構造,1,choice,電子は＋と－のどちらの電気を帯びているか。,－,－|＋|電気を帯びていない|場合によって変わる,電子は－の電気を帯びています。,active,,,中3|イオン2,
c_ion2_005,chemistry,イオン2,原子の構造,1,choice,通常の原子全体は電気を帯びているか。,帯びていない,帯びていない|＋の電気を帯びている|－の電気を帯びている|必ずどちらかを帯びている,通常の原子全体では＋と－の電気が打ち消し合っています。,active,,,中3|イオン2,
